LOCATION,INDICATOR,SUBJECT,Subject,MEASURE,FREQUENCY,TIME_PERIOD,OBS_VALUE
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1997,8.4360886
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,1997,12.569969
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1997,16.705244
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,10.918011
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,14.880802
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,18.932219
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,18.986061
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,15.449347
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,12.02137
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,16.565247
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,15.126329
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,13.734467
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,12.549465
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,6.446888
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,9.5068359
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,16.299702
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,7.1365032
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,25.875223
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,3.7795827
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,7.5704131
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,5.6797938
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,25.113581
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,20.992861
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,16.922493
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,13.316681
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,20.72896
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,17.012865
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,23.410681
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,14.324217
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,32.740967
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,24.232397
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,18.42322
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,29.98028
ITA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,21.061138
ITA,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,25.690182
ITA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,30.456491
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,10.454355
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,16.738451
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,4.3667145
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,25.230703
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,6.4825187
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,42.722866
NLD,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,7.3967338
NLD,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,4.6835442
NLD,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,10.174984
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,4.5707917
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,9.171216
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,6.8273287
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,12.161497
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,17.580387
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,23.008631
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,9.0940504
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,12.117728
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,15.159234
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,23.755053
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,27.89253
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,19.76326
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,9.5136166
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,9.3701649
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,9.2193718
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,56.674847
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,14.177693
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,35.147999
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1998,8.2753201
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,1998,12.225907
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1998,16.183405
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,17.662148
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,9.6799431
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,13.637552
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,16.959541
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,11.756596
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,14.318655
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,12.77289
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,15.397574
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,14.063276
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,11.052215
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,8.7461214
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,6.4011602
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,10.576289
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,27.821451
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,19.010744
DEU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,16.456827
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,13.219603
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,10.141648
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,6.5008025
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,4.8759913
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,8.0519896
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,24.119013
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,19.29122
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,14.528832
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,20.701374
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,13.615029
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,17.148434
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,13.37464
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,30.315493
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,21.763514
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,22.21525
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,16.564442
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,27.804031
IRL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,7.5536113
IRL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,12.405175
IRL,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,9.9441118
ITA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,30.459007
ITA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,20.363594
ITA,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,25.341173
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,4.9447351
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,15.97445
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,10.365949
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,41.616558
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,5.3289638
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,24.094904
NLD,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,9.4827585
NLD,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,6.8211489
NLD,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,4.2416453
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,6.1217275
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,4.2475591
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,8.0670013
OAVG,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,15.905884
OAVG,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,10.927711
OAVG,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,20.944423
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,24.159922
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,15.723425
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,19.94841
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,7.7993765
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,14.802776
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,11.284226
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,29.973761
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,26.714611
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,23.577477
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,8.4434528
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,7.8219872
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,8.1244774
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,35.223904
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,55.810802
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,15.747316
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,1999,9.7002001
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,1999,11.935515
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,1999,14.184398
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,17.609812
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,8.8783627
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,13.19296
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,15.275442
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,12.918994
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,10.62948
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,12.265372
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,15.201343
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,13.706755
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,8.3455429
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,5.5953064
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,11.154338
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,10.559449
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,26.888567
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,18.549856
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,10.1096
DEU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,16.679474
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,13.309676
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,4.0088949
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,7.5884356
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,5.8439384
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,15.645872
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,11.193555
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,20.185946
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,14.991988
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,11.501799
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,18.521683
GBR,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,13.321187
GBR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,9.483613
GBR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,17.279844
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,21.521215
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,13.703424
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,29.618683
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,25.647896
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,14.656507
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,20.213612
IRL,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,8.9690275
IRL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,6.5152712
IRL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,11.499207
ITA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,27.754436
ITA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,18.95405
ITA,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,23.294792
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,8.1047812
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,3.355212
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,12.981985
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,41.664909
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,24.628597
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,6.1532769
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,7.9108162
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,6.952095
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,6.0296407
OAVG,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,10.912126
OAVG,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,20.820888
OAVG,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,15.824174
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,26.671459
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,17.505365
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,22.077456
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,7.1126299
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,10.52566
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,13.961621
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,32.721203
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,28.174372
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,30.405958
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,8.1696215
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,7.6429272
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,7.8992057
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,37.831131
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,59.664528
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,17.737257
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,2000,11.705699
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2000,14.229184
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2000,9.2135258
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,9.5916271
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,12.979
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,16.440781
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,11.738148
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,14.725006
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,8.8329525
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,13.080444
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,14.047936
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,12.146529
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,8.8594475
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,6.7256889
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,11.050865
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,9.2576752
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,17.424421
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,25.940847
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,10.237585
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,13.089443
DEU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,16.132944
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,4.3002629
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,8.146594
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,6.1843839
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,14.66973
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,10.425369
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,19.057592
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,14.479424
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,10.580112
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,18.431473
GBR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,16.822542
GBR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,9.4398766
GBR,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,13.058864
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,12.595877
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,19.79446
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,27.210611
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,13.563259
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,24.045898
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,18.859238
IRL,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,8.9506502
IRL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,6.2348876
IRL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,11.746109
ITA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,17.971107
ITA,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,22.157219
ITA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,26.452375
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,8.1836967
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,4.7892971
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,11.590197
MEX,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,24.593536
MEX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,6.0007749
MEX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,41.713097
NLD,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,6.7274003
NLD,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,3.4098816
NLD,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,10.091743
NOR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,8.6362476
NOR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,6.3813739
NOR,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,7.4886303
OAVG,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,19.773594
OAVG,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,10.525305
OAVG,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,15.108612
POL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,17.041388
POL,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,20.697313
POL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,24.37611
PRT,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,6.7911663
PRT,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,13.100821
PRT,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,9.9320593
SVK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,33.093094
SVK,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,31.39106
SVK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,29.747753
SWE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,7.7414765
SWE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,6.9520454
SWE,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,7.3366227
TUR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,60.017971
TUR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,19.439852
TUR,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,38.885899
USA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2001,10.150969
USA,NEET,15_29,15-29 year-olds,PC_AGE,A,2001,12.045592
USA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2001,13.953934
AUS,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,9.1697693
AUS,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,12.743526
AUS,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,16.405304
BEL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,16.572124
BEL,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,13.997588
BEL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,11.494465
CAN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,14.01715
CAN,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,13.51176
CAN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,13.022662
CHE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,11.193977
CHE,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,9.5061941
CHE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,7.8346839
CZE,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,16.904242
CZE,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,8.7705412
CZE,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,25.381876
DEU,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,10.020025
DEU,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,15.331042
DEU,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,12.621109
DNK,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,4.2314634
DNK,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,6.9111061
DNK,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,5.5828538
ESP,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,19.03133
ESP,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,14.975956
ESP,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,11.100866
FRA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,11.868127
FRA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,17.649111
FRA,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,14.736425
GBR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,18.231985
GBR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,9.3292542
GBR,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,13.313821
GRC,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,20.13822
GRC,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,12.894217
GRC,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,27.576178
HUN,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,24.462223
HUN,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,19.493202
HUN,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,14.341274
IRL,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,10.294398
IRL,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,8.2620049
IRL,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,12.367224
ISR,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,30.859018
ISR,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,32.033997
ISR,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,31.457703
ITA,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,16.307465
ITA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,25.146374
ITA,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,20.669525
LUX,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,7.4769335
LUX,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,11.510119
LUX,NEET,15_29_MEN,15-29 year-old men,PC_AGE,A,2002,3.4582384
LVA,NEET,15_29,15-29 year-olds,PC_AGE,A,2002,17.464884
LVA,NEET,15_29_WOMEN,15-29 year-old women,PC_AGE,A,2002,21.470533
